log_id,table,action,user,timestamp
L01088,BOM,DELETE,user_14,2026-06-12
L01089,INVENTORY,CREATE,user_7,2026-06-10
L01090,INVENTORY,DELETE,user_11,2026-06-26
L01091,PARTS,CREATE,user_19,2026-06-9
L01092,INVENTORY,UPDATE,user_13,2026-06-26
L01093,INVENTORY,UPDATE,user_14,2026-06-18
L01094,PARTS,CREATE,user_16,2026-06-22
L01095,BOM,CREATE,user_15,2026-06-30
L01096,BOM,UPDATE,user_10,2026-06-7
L01097,INVENTORY,UPDATE,user_20,2026-06-8
L01098,BOM,CREATE,user_12,2026-06-15
L01099,BOM,CREATE,user_17,2026-06-17
L01100,PARTS,UPDATE,user_17,2026-06-2
L01101,PARTS,CREATE,user_17,2026-06-7
L01102,INVENTORY,DELETE,user_6,2026-06-19
L01103,INVENTORY,DELETE,user_12,2026-06-27
L01104,INVENTORY,CREATE,user_2,2026-06-4
L01105,INVENTORY,DELETE,user_17,2026-06-23
L01106,INVENTORY,CREATE,user_11,2026-06-6
L01107,BOM,DELETE,user_7,2026-06-19
L01108,INVENTORY,CREATE,user_11,2026-06-2
L01109,INVENTORY,DELETE,user_13,2026-06-1
L01110,INVENTORY,UPDATE,user_6,2026-06-11
L01111,PARTS,DELETE,user_14,2026-06-4
L01112,INVENTORY,DELETE,user_16,2026-06-28
L01113,PARTS,DELETE,user_13,2026-06-1
L01114,INVENTORY,UPDATE,user_16,2026-06-28
L01115,INVENTORY,CREATE,user_10,2026-06-27
L01116,INVENTORY,CREATE,user_18,2026-06-6
L01117,PARTS,CREATE,user_4,2026-06-23
L01118,INVENTORY,DELETE,user_2,2026-06-12
L01119,PARTS,DELETE,user_10,2026-06-9
L01120,BOM,DELETE,user_16,2026-06-2
L01121,BOM,UPDATE,user_8,2026-06-9
L01122,INVENTORY,CREATE,user_9,2026-06-10
L01123,BOM,DELETE,user_6,2026-06-14
L01124,PARTS,DELETE,user_6,2026-06-3
L01125,PARTS,DELETE,user_17,2026-06-25
L01126,PARTS,UPDATE,user_16,2026-06-29
L01127,INVENTORY,UPDATE,user_18,2026-06-12
L01128,INVENTORY,DELETE,user_17,2026-06-7
L01129,BOM,CREATE,user_2,2026-06-7
L01130,BOM,DELETE,user_13,2026-06-29
L01131,INVENTORY,UPDATE,user_17,2026-06-5
L01132,PARTS,DELETE,user_4,2026-06-2
L01133,INVENTORY,UPDATE,user_3,2026-06-24
L01134,BOM,CREATE,user_14,2026-06-28
L01135,INVENTORY,UPDATE,user_13,2026-06-22
L01136,BOM,DELETE,user_17,2026-06-3
L01137,PARTS,DELETE,user_3,2026-06-12
L01138,PARTS,UPDATE,user_2,2026-06-2
L01139,INVENTORY,DELETE,user_7,2026-06-7
L01140,INVENTORY,DELETE,user_6,2026-06-11
L01141,BOM,DELETE,user_20,2026-06-5
L01142,BOM,UPDATE,user_11,2026-06-28
L01143,PARTS,UPDATE,user_5,2026-06-3
L01144,BOM,UPDATE,user_14,2026-06-28
L01145,BOM,CREATE,user_12,2026-06-29
L01146,INVENTORY,CREATE,user_9,2026-06-5
L01147,BOM,DELETE,user_12,2026-06-2
L01148,INVENTORY,DELETE,user_18,2026-06-4
L01149,BOM,UPDATE,user_10,2026-06-6
L01150,PARTS,DELETE,user_7,2026-06-24
L01151,PARTS,CREATE,user_7,2026-06-12
L01152,PARTS,UPDATE,user_11,2026-06-13
L01153,PARTS,DELETE,user_5,2026-06-2
L01154,BOM,CREATE,user_13,2026-06-2
L01155,BOM,UPDATE,user_6,2026-06-18
L01156,INVENTORY,UPDATE,user_9,2026-06-29
L01157,PARTS,UPDATE,user_15,2026-06-16
L01158,INVENTORY,CREATE,user_3,2026-06-14
L01159,BOM,CREATE,user_18,2026-06-28
L01160,PARTS,DELETE,user_16,2026-06-17
L01161,INVENTORY,CREATE,user_20,2026-06-25
L01162,PARTS,UPDATE,user_12,2026-06-24
L01163,BOM,DELETE,user_3,2026-06-12
L01164,PARTS,CREATE,user_18,2026-06-11
L01165,PARTS,UPDATE,user_4,2026-06-30
L01166,BOM,UPDATE,user_10,2026-06-1
L01167,PARTS,DELETE,user_3,2026-06-5
L01168,INVENTORY,CREATE,user_2,2026-06-25
L01169,INVENTORY,DELETE,user_8,2026-06-21
L01170,BOM,DELETE,user_12,2026-06-13
L01171,INVENTORY,CREATE,user_1,2026-06-20
L01172,BOM,UPDATE,user_10,2026-06-26
L01173,BOM,DELETE,user_18,2026-06-8
L01174,INVENTORY,CREATE,user_14,2026-06-25
L01175,PARTS,UPDATE,user_17,2026-06-28
L01176,PARTS,CREATE,user_16,2026-06-5
L01177,BOM,CREATE,user_12,2026-06-30
L01178,BOM,UPDATE,user_18,2026-06-18
L01179,BOM,CREATE,user_13,2026-06-17
L01180,INVENTORY,UPDATE,user_17,2026-06-25
L01181,PARTS,CREATE,user_17,2026-06-8
L01182,PARTS,CREATE,user_16,2026-06-20
L01183,BOM,DELETE,user_11,2026-06-10
L01184,PARTS,UPDATE,user_11,2026-06-26
L01185,PARTS,DELETE,user_20,2026-06-26
L01186,PARTS,DELETE,user_5,2026-06-11
L01187,INVENTORY,UPDATE,user_18,2026-06-11
L01188,BOM,DELETE,user_6,2026-06-15
L01189,PARTS,CREATE,user_18,2026-06-17
L01190,INVENTORY,UPDATE,user_1,2026-06-23
L01191,PARTS,CREATE,user_1,2026-06-25
L01192,PARTS,UPDATE,user_13,2026-06-30
L01193,PARTS,DELETE,user_4,2026-06-1
L01194,PARTS,DELETE,user_16,2026-06-15
L01195,INVENTORY,CREATE,user_4,2026-06-15
L01196,BOM,DELETE,user_13,2026-06-1
L01197,BOM,CREATE,user_8,2026-06-14
L01198,PARTS,CREATE,user_2,2026-06-19
L01199,PARTS,CREATE,user_7,2026-06-30
